Round,AverageLoss
1,1.0013224475180693
3,0.9997052625850339
1,0.9992519924350535
4,1.0003126223162002
2,0.9997091109431971
2,1.0005367935489222
5,0.9854098740906085
3,1.0000296906055652
6,0.9838605230496453
7,1.0008239186046508
3,1.0004394346153844
4,1.0008948188461535
8,1.000535588235294
4,0.9998668031914894
9,1.0000349183673471
5,0.9999940566867771
10,0.9999858468518518
5,1.0008375757080608
11,1.000389728985507
6,0.9841674152505444
12,1.0005092997685183
6,1.0004340589327927
7,1.0006026685241471
13,1.0003081269181586
14,1.0004543120567375
7,1.0009602549019607
8,1.0003258819444445
15,1.0002160588235292
16,1.0001495102040814
8,1.0011292179951692
9,1.0007559799999999
17,1.0012725173545964
9,1.0009954637992828
18,1.0009052847222222
10,0.9995000904575163
19,1.000194084814815
10,0.9882893112244896
20,1.000713909075224
11,1.0009799116379308
21,1.0004555955882353
11,1.001315169642857
12,0.984066406105458
22,1.0004562016666665
23,1.000880975863284
12,1.0008255448960302
13,1.0007954027777777
24,0.999864000980392
25,0.9905319839544514
13,1.0006141538299662
14,1.0006444786821704
26,1.001037473222222
14,1.0007457827932098
15,1.00005265
27,1.0007545033333332
28,0.982262900455927
15,1.0010289638297871
16,1.0007625905985684
29,1.0004395316506407
30,1.0007480386473429
16,1.0007898302675582
17,1.0003162963525838
31,1.0005916114417988
32,0.9891744166666664
17,1.0004926862745096
18,1.0003374412345678
33,0.9887684221222041
18,1.000691867430442
34,1.0003875663265307
19,1.0004410885416666
35,1.0003256401681284
20,1.0003921784511787
19,1.0005210237771738
36,1.000944035704265
37,1.0000780377846787
21,1.0007020515046294
38,1.0003597337962962
20,1.0005563733974359
39,1.0008369938858692
22,1.000797456521739
21,1.0004978936342592
40,0.978375622222222
41,1.0005352431818182
23,1.000851500258799
22,1.0002568045136282
42,1.0006896063829787
24,1.0008777414285712
43,0.9896759702127659
23,0.9997824974747472
44,1.0003282106294804
25,0.9879677158564814
24,1.0001756836734692
45,1.0004540759999998
46,1.0012092210144925
26,1.0006150868983956
25,1.0011120916666667
47,0.9999220434782609
48,1.000291239795918
27,1.0004092747941282
26,1.000334055050505
49,1.0007908306878304
28,0.9760339949999999
50,0.9889222815126045
27,1.000115778827977
51,1.0008640513285023
29,1.000529682453416
28,1.0009061765700482
52,1.0012559255555555
53,1.0009389184027775
30,1.000361829787234
29,1.0004902343749997
54,1.0005212814814812
55,0.9853402179834054
31,1.0006734280952378
30,1.000419769727891
56,1.000800985
32,1.0009484739229024
57,0.9873193804347826
31,0.9810058932705025
58,1.0004947826086954
33,1.0003989693877553
59,1.0004784263392856
32,1.000665171875
60,1.0005349619565214
34,1.0009443548752834
61,1.0005440850340133
33,1.0004587372685183
62,1.00022534893617
35,0.9999149985422741
63,1.000755619110607
34,0.9771018408385093
36,1.0003342594696967
64,1.0010411579378067
35,1.000817718088071
65,1.001256786458333
37,1.0004165778985505
66,1.0008026258865246
36,1.0008304260416665
67,1.0004650690476187
38,1.0003467944847018
68,0.986044028368794
37,0.9913868701388887
69,0.9866572336956522
39,0.9554382828798186
70,1.0003088281249999
38,1.0003355858662613
40,0.9851133840579709
71,1.0001482897727272
39,1.0008373369565218
72,0.9867695980392154
41,1.0005436998517785
73,0.989467329787234
40,1.0000822499999995
74,1.001047349637681
42,1.0005705283939663
75,1.0007708536931814
41,0.9997538173913042
43,1.0002898943236713
76,0.9866504614994932
77,0.9672479598214284
44,1.0002428908174694
42,1.0006150471698112
78,0.9877494444444442
79,1.0001327835648146
43,1.000836925987449
45,1.0000533136015324
80,1.0012834818840577
44,1.000523840378422
46,1.0012890390070923
81,1.0006218231854145
82,1.0005222011144883
47,1.000758211538461
45,1.0000051196759259
83,1.0008981382978723
84,1.0008043538219067
46,1.0008102934782606
48,1.0005743340957072
85,1.0006193112745096
49,0.9999459880952379
86,1.001423225859247
47,1.0001475878644601
87,1.0006690286001463
50,1.000574166199158
48,0.9711456008245877
88,1.0007856649305555
89,0.9998046974637681
51,1.0003630425170067
49,1.000610099637681
90,1.000569614130435
91,1.0006800475694444
50,1.0002842253787878
52,1.0003622604385962
92,1.0004925040816326
53,1.0007965048309175
93,1.000128067171717
51,0.977988137988683
94,1.000749935925926
54,0.9906534128477903
52,1.0008362836538462
95,0.9897768774509803
96,1.0010522430555557
55,0.999658506180733
53,1.0008129295138886
97,1.0001497282608696
98,1.0008700652173912
56,1.0002775037176848
54,1.0007079049999996
99,0.9892128407512626
57,1.0001433480339104
100,0.9993034655609657
55,1.0007564075481252
58,0.9885078177083333
56,1.0005036318860878
59,1.0010506389999998
57,1.0011539639455782
60,1.0001185432758621
58,1.000389083142639
61,1.0004863346938775
59,1.0009258314043208
62,1.0005545275066547
60,1.0004583391304347
63,1.000462575347222
61,1.0006907728365382
64,1.0003833890086204
62,0.9999503193581779
65,0.9872108393801963
63,0.9882520535714283
66,0.9857795043706292
64,1.0010361354166664
67,1.0008744027777776
65,1.0001764846335695
68,1.000337476904762
66,1.0003330288888888
69,1.0006691979166664
67,1.0004301852030946
70,1.0009275059449312
68,1.000440418693009
71,1.0002068095238092
69,1.000792002017608
72,1.0004864522890944
70,0.9869790564744801
73,1.0004970579196215
74,1.0008836417134173
71,1.000099058823529
75,1.0003970353839036
72,1.000861769503546
76,1.0003576224415205
73,1.0010404216820987
77,1.000672504227053
74,1.0012214953514738
78,0.9997552722437136
75,1.0000957673611108
79,1.0005851155303027
76,1.0003874709876541
80,1.000672338874259
77,1.0003011917929288
81,1.0005136951754385
78,1.0002282869565218
82,0.9781287604166664
79,0.9894492499999998
83,1.0002425080378246
80,0.9995955988304094
84,1.0008576016896118
81,1.0006104999999998
85,0.9999725031914893
82,1.0000677016765283
86,1.0002632089743588
83,1.00064824
87,1.0003575383771928
84,1.0015769654442022
88,1.000395790185185
85,1.0004652812499994
89,1.0011192314197528
86,0.9999057505787038
90,0.9994750567338281
91,1.000420677065527
87,1.0007849097222223
92,1.0007972603519666
88,1.0000678210725678
93,1.0000184608585858
89,1.0002842518518518
94,0.9998791088092571
90,1.000612168478261
95,1.000543924012158
91,1.0005706812765955
92,1.0007452336956522
96,0.9730446137820509
97,0.9998728318452379
93,1.0006322351063828
98,1.0001305624999999
94,1.0004503898221342
99,1.0004868315217388
95,1.000620545289855
100,1.0008088531914892
96,0.9999913629296234
97,1.0004093971631205
98,0.9917795049999997
99,1.0005146596749808
100,0.9997534201988486
